class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,population,habitat,
Edible,Flat,Fibrous,Red,TRUE,None,Free,Close,Broad,Pink,Several,Woods,
Poisonious,Flat,Scaly,Gray,FALSE,Foul,Free,Close,Broad,Pink,Solitary,Paths,
Edible,Flat,Scaly,Brown,TRUE,None,Free,Close,Broad,Brown,Several,Woods,
Edible,Flat,Fibrous,Red,TRUE,None,Free,Close,Broad,White,Solitary,Woods,
Poisonious,Convex,Scaly,Gray,FALSE,Foul,Free,Close,Broad,Gray,Solitary,Paths,
Poisonious,Convex,Scaly,Gray,FALSE,Foul,Free,Close,Broad,Chocolate,Solitary,Woods,
Edible,Flat,Fibrous,Red,TRUE,None,Free,Close,Broad,White,Several,Woods,
Poisonious,Flat,Fibrous,Gray,FALSE,Foul,Free,Close,Broad,Pink,Several,Paths,
Edible,Flat,Fibrous,Gray,TRUE,None,Free,Close,Broad,White,Solitary,Woods,
Edible,Flat,Scaly,Red,TRUE,None,Free,Close,Broad,White,Solitary,Woods,
Edible,Flat,Scaly,Red,TRUE,None,Free,Close,Broad,White,Several,Woods,
Poisonious,Flat,Fibrous,Gray,FALSE,Foul,Free,Close,Broad,Gray,Solitary,Paths,
Edible,Convex,Fibrous,Red,TRUE,None,Free,Close,Broad,Purple,Several,Woods,
Poisonious,Flat,Scaly,Gray,FALSE,Foul,Free,Close,Broad,Pink,Several,Woods,
Poisonious,Convex,Scaly,yellow,FALSE,Foul,Free,Close,Broad,Pink,Several,Paths,
Poisonious,Flat,Scaly,yellow,FALSE,Foul,Free,Close,Broad,Pink,Several,Woods,
Poisonious,Convex,Fibrous,yellow,FALSE,Foul,Free,Close,Broad,Gray,Several,Paths,
Poisonious,Convex,Scaly,yellow,FALSE,Foul,Free,Close,Broad,Pink,Several,Woods,
Edible,Convex,Fibrous,Gray,TRUE,None,Free,Close,Broad,Purple,Several,Woods,
Edible,Convex,Scaly,Gray,TRUE,None,Free,Close,Broad,Purple,Several,Woods,
Poisonious,Flat,Scaly,Gray,FALSE,Foul,Free,Close,Broad,Gray,Several,Grasses,
Poisonious,Flat,Fibrous,yellow,FALSE,Foul,Free,Close,Broad,Chocolate,Solitary,Woods,
Poisonious,Convex,Scaly,Gray,FALSE,Foul,Free,Close,Broad,Pink,Solitary,Paths,
Poisonious,Convex,Scaly,Red,FALSE,Fishy,Free,Close,Narrow,Buff,Several,Paths,
Poisonious,Convex,Scaly,Gray,FALSE,Foul,Free,Close,Broad,Chocolate,Solitary,Paths,
Poisonious,Convex,Scaly,Gray,FALSE,Foul,Free,Close,Broad,Gray,Several,Grasses,
Poisonious,Convex,Smooth,Gray,FALSE,Creosote,Free,Crowded,Narrow,Purple,Several,Woods,
Poisonious,Flat,Fibrous,Gray,FALSE,Foul,Free,Close,Broad,Pink,Several,Grasses,
Poisonious,Flat,Smooth,Buff,TRUE,Foul,Free,Close,Broad,Pink,Scattered,Grasses,
Poisonious,Convex,Scaly,Gray,FALSE,Foul,Free,Close,Broad,Pink,Several,Woods,
Poisonious,Convex,Scaly,yellow,FALSE,Foul,Free,Close,Broad,Pink,Solitary,Woods,
Poisonious,Convex,Smooth,White,FALSE,Creosote,Free,Crowded,Narrow,Purple,Scattered,Woods,
Poisonious,Convex,Scaly,yellow,FALSE,Foul,Free,Close,Broad,Chocolate,Several,Woods,
Edible,Flat,Fibrous,Red,TRUE,None,Free,Close,Broad,White,Several,Woods,
Poisonious,Convex,Scaly,Gray,FALSE,Foul,Free,Close,Broad,Chocolate,Solitary,Grasses,
Poisonious,Convex,Fibrous,yellow,FALSE,Foul,Free,Close,Broad,Pink,Several,Woods,
Poisonious,Convex,Fibrous,yellow,FALSE,Foul,Free,Close,Broad,Pink,Several,Paths,
Poisonious,Flat,Fibrous,Gray,FALSE,Foul,Free,Close,Broad,Pink,Several,Grasses,
Poisonious,Convex,Fibrous,yellow,FALSE,Foul,Free,Close,Broad,Chocolate,Solitary,Woods,
Edible,Flat,Fibrous,Gray,TRUE,None,Free,Close,Broad,Purple,Several,Woods,
Poisonious,Convex,Fibrous,Gray,FALSE,Foul,Free,Close,Broad,Pink,Solitary,Woods,
Edible,Flat,Scaly,Brown,TRUE,None,Free,Close,Broad,Purple,Solitary,Woods,
Poisonious,Flat,Scaly,Gray,FALSE,Foul,Free,Close,Broad,Chocolate,Several,Woods,
Poisonious,Flat,Fibrous,Gray,FALSE,Foul,Free,Close,Broad,Pink,Solitary,Paths,
Poisonious,Flat,Fibrous,Gray,FALSE,Foul,Free,Close,Broad,Gray,Several,Woods,
Poisonious,Convex,Smooth,White,FALSE,Creosote,Free,Crowded,Narrow,Purple,Several,Woods,
Poisonious,Convex,Scaly,Gray,FALSE,Foul,Free,Close,Broad,Chocolate,Solitary,Woods,
Edible,Flat,Scaly,Brown,TRUE,None,Free,Close,Broad,Pink,Several,Woods,
Poisonious,Convex,Fibrous,White,FALSE,Creosote,Free,Close,Narrow,Purple,Scattered,Woods,
Poisonious,Convex,Fibrous,yellow,FALSE,Foul,Free,Close,Broad,Pink,Several,Woods,
Poisonious,Convex,Fibrous,yellow,FALSE,Foul,Free,Close,Broad,Pink,Solitary,Woods,
Poisonious,Convex,Fibrous,Pink,FALSE,Creosote,Free,Crowded,Narrow,Purple,Several,Woods,
Poisonious,Flat,Fibrous,yellow,FALSE,Foul,Free,Close,Broad,Pink,Solitary,Woods,
Poisonious,Flat,Fibrous,Gray,FALSE,Foul,Free,Close,Broad,Chocolate,Several,Paths,
Edible,Flat,Scaly,Red,TRUE,None,Free,Close,Broad,Pink,Several,Woods,
Poisonious,Convex,Scaly,yellow,FALSE,Foul,Free,Close,Broad,Gray,Several,Paths,
Poisonious,Flat,Fibrous,yellow,FALSE,Foul,Free,Close,Broad,Gray,Several,Paths,
Poisonious,Convex,Fibrous,Gray,FALSE,Creosote,Free,Close,Narrow,Gray,Scattered,Woods,
Poisonious,Convex,Smooth,Pink,FALSE,Creosote,Free,Crowded,Narrow,Purple,Several,Woods,
Edible,Convex,Fibrous,Red,TRUE,None,Free,Close,Broad,Brown,Several,Woods,
Poisonious,Convex,Scaly,yellow,FALSE,Foul,Free,Close,Broad,Chocolate,Several,Grasses,
Edible,Flat,Fibrous,Brown,TRUE,None,Free,Close,Broad,Brown,Solitary,Woods,
Edible,Flat,Scaly,Red,TRUE,None,Free,Close,Broad,Pink,Solitary,Woods,
Poisonious,Flat,Scaly,yellow,FALSE,Foul,Free,Close,Broad,Pink,Solitary,Woods,
Poisonious,Convex,Fibrous,yellow,FALSE,Foul,Free,Close,Broad,Pink,Solitary,Grasses,
Poisonious,Convex,Scaly,Gray,FALSE,Foul,Free,Close,Broad,Gray,Several,Woods,
Poisonious,Flat,Fibrous,Gray,FALSE,Foul,Free,Close,Broad,Gray,Solitary,Woods,
Poisonious,Flat,Fibrous,yellow,FALSE,Foul,Free,Close,Broad,Gray,Solitary,Paths,
Edible,Flat,Scaly,Gray,TRUE,None,Free,Close,Broad,White,Solitary,Woods,
Poisonious,Convex,Scaly,Gray,FALSE,Foul,Free,Close,Broad,Pink,Several,Paths,
Poisonious,Convex,Scaly,yellow,FALSE,Foul,Free,Close,Broad,Chocolate,Several,Paths,
Poisonious,Flat,Fibrous,Gray,FALSE,Foul,Free,Close,Broad,Pink,Several,Paths,
Poisonious,Flat,Fibrous,yellow,FALSE,Foul,Free,Close,Broad,Pink,Solitary,Paths,
Edible,Flat,Fibrous,Red,TRUE,None,Free,Close,Broad,Purple,Several,Woods,
Edible,Flat,Scaly,Brown,TRUE,None,Free,Close,Broad,Pink,Several,Woods,
Poisonious,Convex,Fibrous,yellow,FALSE,Foul,Free,Close,Broad,Chocolate,Solitary,Grasses,
Edible,Flat,Scaly,Purple,FALSE,None,Free,Close,Narrow,Chocolate,Solitary,Woods,
Edible,Flat,Scaly,Brown,TRUE,None,Free,Close,Broad,Purple,Solitary,Woods,
Poisonious,Flat,Scaly,yellow,FALSE,Foul,Free,Close,Broad,Pink,Several,Grasses,
Poisonious,Flat,Fibrous,yellow,FALSE,Foul,Free,Close,Broad,Gray,Several,Grasses,
Poisonious,Convex,Scaly,Gray,FALSE,Foul,Free,Close,Broad,Gray,Solitary,Woods,
Poisonious,Convex,Scaly,Gray,FALSE,Foul,Free,Close,Broad,Pink,Solitary,Paths,
Poisonious,Flat,Fibrous,yellow,FALSE,Foul,Free,Close,Broad,Gray,Several,Paths,
Poisonious,Convex,Scaly,yellow,FALSE,Foul,Free,Close,Broad,Gray,Solitary,Woods,
Poisonious,Convex,Fibrous,yellow,FALSE,Foul,Free,Close,Broad,Chocolate,Several,Paths,
Poisonious,Convex,Scaly,Gray,FALSE,Foul,Free,Close,Broad,Pink,Several,Paths,
Poisonious,Convex,Fibrous,yellow,FALSE,Foul,Free,Close,Broad,Chocolate,Solitary,Paths,
Edible,Convex,Fibrous,Gray,TRUE,None,Free,Close,Broad,Purple,Several,Woods,
Poisonious,Flat,Scaly,Gray,FALSE,Foul,Free,Close,Broad,Chocolate,Solitary,Woods,
Edible,Flat,Scaly,Red,TRUE,None,Free,Close,Broad,Pink,Several,Woods,
Poisonious,Convex,Fibrous,Gray,FALSE,Foul,Free,Close,Broad,Pink,Several,Woods,
Poisonious,Flat,Fibrous,yellow,FALSE,Foul,Free,Close,Broad,Chocolate,Several,Woods,
Edible,Flat,Scaly,Brown,TRUE,None,Free,Close,Broad,Brown,Solitary,Woods,
Edible,Flat,Fibrous,Gray,TRUE,None,Free,Close,Broad,White,Solitary,Woods,
Poisonious,Flat,Scaly,Gray,FALSE,Foul,Free,Close,Broad,Pink,Several,Grasses,
Edible,Convex,Fibrous,Red,TRUE,None,Free,Close,Broad,White,Several,Woods,
Edible,Flat,Fibrous,Red,TRUE,None,Free,Close,Broad,Pink,Solitary,Woods,
Poisonious,Flat,Scaly,yellow,FALSE,Foul,Free,Close,Broad,Chocolate,Several,Paths,
Poisonious,Convex,Fibrous,White,FALSE,Creosote,Free,Close,Narrow,Purple,Several,Woods,
Poisonious,Convex,Scaly,Gray,FALSE,Foul,Free,Close,Broad,Pink,Solitary,Woods,
Poisonious,Convex,Scaly,Red,FALSE,Fishy,Free,Close,Narrow,Buff,Several,Woods,
Poisonious,Convex,Fibrous,yellow,FALSE,Foul,Free,Close,Broad,Pink,Several,Paths,
Poisonious,Flat,Scaly,Gray,FALSE,Foul,Free,Close,Broad,Pink,Solitary,Woods,
Edible,Flat,Scaly,Gray,TRUE,None,Free,Close,Broad,Purple,Solitary,Woods,
Poisonious,Convex,Scaly,Brown,FALSE,Foul,Free,Close,Narrow,Buff,Several,Leaves,
Edible,Flat,Scaly,Red,TRUE,None,Free,Close,Broad,Brown,Several,Woods,
Poisonious,Bell,Smooth,Buff,TRUE,None,Free,Close,Broad,Gray,Several,Meadows,
Edible,Flat,Fibrous,Gray,TRUE,None,Free,Close,Broad,White,Solitary,Woods,
Poisonious,Flat,Fibrous,Gray,FALSE,Foul,Free,Close,Broad,Pink,Several,Grasses,
Edible,Flat,Scaly,Gray,TRUE,None,Free,Close,Broad,White,Solitary,Woods,
Poisonious,Flat,Fibrous,yellow,FALSE,Foul,Free,Close,Broad,Pink,Solitary,Paths,
Poisonious,Flat,Fibrous,yellow,FALSE,Foul,Free,Close,Broad,Gray,Solitary,Grasses,
Poisonious,Flat,Fibrous,Gray,FALSE,Foul,Free,Close,Broad,Gray,Several,Grasses,
Edible,Flat,Fibrous,Red,TRUE,None,Free,Close,Broad,Purple,Several,Woods,
Poisonious,Convex,Fibrous,Gray,FALSE,Foul,Free,Close,Broad,Pink,Solitary,Paths,
Poisonious,Flat,Fibrous,yellow,FALSE,Foul,Free,Close,Broad,Gray,Several,Grasses,
Poisonious,Convex,Fibrous,yellow,FALSE,Foul,Free,Close,Broad,Gray,Several,Woods,
Poisonious,Convex,Fibrous,yellow,FALSE,Foul,Free,Close,Broad,Gray,Solitary,Paths,
Poisonious,Flat,Fibrous,yellow,FALSE,Foul,Free,Close,Broad,Pink,Several,Grasses,
Poisonious,Flat,Fibrous,yellow,FALSE,Foul,Free,Close,Broad,Chocolate,Several,Grasses,
Poisonious,Convex,Scaly,Gray,FALSE,Foul,Free,Close,Broad,Pink,Several,Paths,
Edible,Flat,Scaly,Red,TRUE,None,Free,Close,Broad,Purple,Several,Woods,
Poisonious,Flat,Fibrous,Gray,FALSE,Foul,Free,Close,Broad,Gray,Several,Woods,
Poisonious,Flat,Fibrous,yellow,FALSE,Foul,Free,Close,Broad,Chocolate,Several,Grasses,
Edible,Flat,Fibrous,Brown,TRUE,None,Free,Close,Broad,Purple,Several,Woods,
Poisonious,Convex,Scaly,yellow,FALSE,Foul,Free,Close,Broad,Gray,Several,Paths,
Poisonious,Convex,Scaly,yellow,FALSE,Foul,Free,Close,Broad,Chocolate,Several,Paths,
Edible,Flat,Scaly,Brown,TRUE,None,Free,Close,Broad,Pink,Solitary,Woods,
Poisonious,Flat,Scaly,Gray,FALSE,Foul,Free,Close,Broad,Pink,Solitary,Paths,
Edible,Flat,Fibrous,Red,TRUE,None,Free,Close,Broad,Pink,Solitary,Woods,
Poisonious,Convex,Scaly,yellow,FALSE,Foul,Free,Close,Broad,Gray,Several,Grasses,
Poisonious,Flat,Scaly,Gray,FALSE,Foul,Free,Close,Broad,Chocolate,Several,Woods,
Poisonious,Convex,Scaly,yellow,FALSE,Foul,Free,Close,Broad,Pink,Several,Woods,
Poisonious,Convex,Smooth,Gray,FALSE,Creosote,Free,Close,Narrow,Gray,Scattered,Woods,
Edible,Flat,Fibrous,Gray,TRUE,None,Free,Close,Broad,White,Several,Woods,
Poisonious,Flat,Scaly,Gray,FALSE,Foul,Free,Close,Broad,Gray,Solitary,Grasses,
Poisonious,Convex,Fibrous,Gray,FALSE,Foul,Free,Close,Broad,Chocolate,Solitary,Woods,
Poisonious,Flat,Scaly,Gray,FALSE,Foul,Free,Close,Broad,Chocolate,Several,Paths,
Edible,Flat,Scaly,Brown,TRUE,None,Free,Close,Broad,White,Several,Woods,
Poisonious,Convex,Scaly,yellow,FALSE,Foul,Free,Close,Broad,Pink,Solitary,Woods,
Poisonious,Flat,Fibrous,Gray,FALSE,Foul,Free,Close,Broad,Gray,Solitary,Woods,
Edible,Flat,Scaly,Red,TRUE,None,Free,Close,Broad,White,Several,Woods,
Edible,Flat,Scaly,Red,TRUE,None,Free,Close,Broad,White,Several,Woods,
Poisonious,Flat,Smooth,Gray,TRUE,Foul,Free,Close,Broad,Pink,Several,Urban,
Poisonious,Convex,Fibrous,Gray,FALSE,Foul,Free,Close,Broad,Gray,Solitary,Paths,
Poisonious,Flat,Scaly,Gray,FALSE,Foul,Free,Close,Broad,Gray,Several,Paths,
Poisonious,Convex,Scaly,Gray,FALSE,Foul,Free,Close,Broad,Gray,Several,Paths,
Poisonious,Convex,Fibrous,yellow,FALSE,Foul,Free,Close,Broad,Chocolate,Several,Woods,
Poisonious,Flat,Scaly,Gray,FALSE,Foul,Free,Close,Broad,Pink,Several,Woods,
Poisonious,Flat,Scaly,Gray,FALSE,Foul,Free,Close,Broad,Pink,Several,Paths,
Edible,Flat,Scaly,Red,TRUE,None,Free,Close,Broad,White,Solitary,Woods,
Poisonious,Convex,Scaly,Gray,FALSE,Foul,Free,Close,Broad,Chocolate,Several,Grasses,
Poisonious,Flat,Scaly,Gray,FALSE,Foul,Free,Close,Broad,Pink,Several,Grasses,
Poisonious,Convex,Scaly,Gray,FALSE,Foul,Free,Close,Broad,Pink,Solitary,Paths,
Edible,Flat,Fibrous,Red,TRUE,None,Free,Close,Broad,Pink,Several,Woods,
Edible,Flat,Scaly,Red,TRUE,None,Free,Close,Broad,Pink,Several,Woods,
Edible,Flat,Scaly,Red,TRUE,None,Free,Close,Broad,Brown,Solitary,Woods,
Poisonious,Flat,Fibrous,yellow,FALSE,Foul,Free,Close,Broad,Chocolate,Several,Grasses,
Poisonious,Flat,Fibrous,Gray,FALSE,Foul,Free,Close,Broad,Chocolate,Solitary,Paths,
Edible,Flat,Scaly,Brown,TRUE,None,Free,Close,Broad,Purple,Solitary,Woods,
Poisonious,Convex,Scaly,Gray,FALSE,Foul,Free,Close,Broad,Gray,Solitary,Grasses,
Edible,Flat,Fibrous,Gray,TRUE,None,Free,Close,Broad,Purple,Several,Woods,
Poisonious,Convex,Fibrous,yellow,FALSE,Foul,Free,Close,Broad,Pink,Several,Paths,
Poisonious,Convex,Scaly,yellow,FALSE,Foul,Free,Close,Broad,Pink,Several,Woods,
Poisonious,Convex,Scaly,yellow,FALSE,Foul,Free,Close,Broad,Pink,Several,Woods,
Edible,Flat,Fibrous,Cinnamon,FALSE,None,Free,Crowded,Narrow,White,Several,Leaves,
Poisonious,Convex,Fibrous,Gray,FALSE,Foul,Free,Close,Broad,Chocolate,Several,Woods,
Poisonious,Flat,Fibrous,Gray,FALSE,Foul,Free,Close,Broad,Pink,Solitary,Grasses,
Poisonious,Convex,Scaly,Gray,FALSE,Foul,Free,Close,Broad,Chocolate,Several,Grasses,
Poisonious,Flat,Scaly,Gray,FALSE,Foul,Free,Close,Broad,Pink,Solitary,Grasses,
Poisonious,Convex,Smooth,Buff,TRUE,Foul,Free,Close,Broad,White,Scattered,Urban,
Poisonious,Flat,Fibrous,Gray,FALSE,Foul,Free,Close,Broad,Chocolate,Several,Woods,
Poisonious,Convex,Scaly,Gray,FALSE,Foul,Free,Close,Broad,Pink,Several,Grasses,
Poisonious,Flat,Fibrous,yellow,FALSE,Foul,Free,Close,Broad,Gray,Solitary,Paths,
Poisonious,Flat,Fibrous,Gray,FALSE,Foul,Free,Close,Broad,Chocolate,Several,Paths,
Poisonious,Flat,Fibrous,Gray,FALSE,Foul,Free,Close,Broad,Gray,Solitary,Woods,
Edible,Flat,Fibrous,Gray,TRUE,None,Free,Close,Broad,White,Solitary,Woods,
Poisonious,Convex,Fibrous,yellow,FALSE,Foul,Free,Close,Broad,Pink,Solitary,Paths,
Poisonious,Convex,Fibrous,yellow,FALSE,Foul,Free,Close,Broad,Chocolate,Solitary,Paths,
Edible,Flat,Scaly,Red,TRUE,None,Free,Close,Broad,Purple,Solitary,Woods,
Poisonious,Flat,Scaly,Gray,FALSE,Foul,Free,Close,Broad,Chocolate,Several,Paths,
Poisonious,Flat,Fibrous,Gray,FALSE,Foul,Free,Close,Broad,Chocolate,Solitary,Woods,
Poisonious,Convex,Scaly,yellow,FALSE,Foul,Free,Close,Broad,Gray,Solitary,Woods,
Edible,Flat,Fibrous,Gray,TRUE,None,Free,Close,Broad,White,Solitary,Woods,
Poisonious,Convex,Fibrous,Gray,FALSE,Foul,Free,Close,Broad,Gray,Several,Grasses,
Poisonious,Convex,Fibrous,Gray,FALSE,Foul,Free,Close,Broad,Gray,Solitary,Paths,
Edible,Flat,Scaly,Brown,TRUE,None,Free,Close,Broad,Pink,Solitary,Woods,
Edible,Flat,Fibrous,Gray,TRUE,None,Free,Close,Broad,Purple,Several,Woods,
Poisonious,Convex,Scaly,Gray,FALSE,Foul,Free,Close,Broad,Chocolate,Several,Woods,
Poisonious,Flat,Scaly,yellow,FALSE,Foul,Free,Close,Broad,Chocolate,Several,Paths,
Poisonious,Flat,Fibrous,yellow,FALSE,Foul,Free,Close,Broad,Chocolate,Several,Woods,
Poisonious,Flat,Fibrous,Gray,FALSE,Foul,Free,Close,Broad,Gray,Several,Paths,
Poisonious,Flat,Fibrous,Gray,FALSE,Foul,Free,Close,Broad,Chocolate,Solitary,Paths,
Poisonious,Flat,Scaly,Gray,FALSE,Foul,Free,Close,Broad,Pink,Solitary,Grasses,
Poisonious,Flat,Smooth,Buff,TRUE,Foul,Free,Close,Broad,White,Scattered,Urban,
Edible,Flat,Fibrous,Red,TRUE,None,Free,Close,Broad,Purple,Solitary,Woods,
Poisonious,Convex,Scaly,Brown,FALSE,Fishy,Free,Close,Narrow,Buff,Several,Woods,
Edible,Convex,Scaly,Gray,TRUE,None,Free,Close,Broad,Brown,Several,Woods,
Poisonious,Convex,Fibrous,Gray,FALSE,Creosote,Free,Crowded,Narrow,Brown,Several,Woods,
Poisonious,Convex,Fibrous,Pink,FALSE,Creosote,Free,Crowded,Narrow,Brown,Several,Woods,
Poisonious,Convex,Scaly,Brown,FALSE,Fishy,Free,Close,Narrow,Buff,Several,Leaves,
Poisonious,Flat,Fibrous,Gray,FALSE,Foul,Free,Close,Broad,Gray,Solitary,Paths,
Poisonious,Convex,Fibrous,yellow,FALSE,Foul,Free,Close,Broad,Gray,Several,Grasses,
Poisonious,Convex,Smooth,Gray,TRUE,Foul,Free,Close,Broad,White,Scattered,Urban,
Poisonious,Flat,Scaly,Gray,FALSE,Foul,Free,Close,Broad,Chocolate,Solitary,Paths,
Poisonious,Convex,Fibrous,yellow,FALSE,Foul,Free,Close,Broad,Pink,Solitary,Woods,
Poisonious,Flat,Scaly,Gray,FALSE,Foul,Free,Close,Broad,Gray,Solitary,Paths,
Poisonious,Flat,Fibrous,Gray,FALSE,Foul,Free,Close,Broad,Chocolate,Solitary,Woods,
Poisonious,Flat,Scaly,Gray,FALSE,Foul,Free,Close,Broad,Chocolate,Solitary,Woods,
Poisonious,Convex,Scaly,Gray,FALSE,Foul,Free,Close,Broad,Gray,Solitary,Grasses,
Poisonious,Flat,Fibrous,Gray,FALSE,Foul,Free,Close,Broad,Chocolate,Solitary,Grasses,
Poisonious,Convex,Fibrous,yellow,FALSE,Foul,Free,Close,Broad,Pink,Solitary,Grasses,
Poisonious,Flat,Fibrous,yellow,FALSE,Foul,Free,Close,Broad,Pink,Several,Grasses,
Poisonious,Convex,Fibrous,yellow,FALSE,Foul,Free,Close,Broad,Chocolate,Several,Grasses,
Poisonious,Convex,Fibrous,yellow,FALSE,Foul,Free,Close,Broad,Gray,Solitary,Grasses,
Poisonious,Convex,Scaly,yellow,FALSE,Foul,Free,Close,Broad,Pink,Several,Grasses,
Poisonious,Flat,Smooth,Gray,TRUE,Foul,Free,Close,Broad,Chocolate,Several,Urban,
Poisonious,Convex,Fibrous,yellow,FALSE,Foul,Free,Close,Broad,Chocolate,Solitary,Grasses,
Poisonious,Flat,Fibrous,yellow,FALSE,Foul,Free,Close,Broad,Pink,Solitary,Grasses,
Poisonious,Flat,Scaly,Gray,FALSE,Foul,Free,Close,Broad,Pink,Solitary,Woods,
Poisonious,Flat,Fibrous,yellow,FALSE,Foul,Free,Close,Broad,Pink,Solitary,Woods,
Poisonious,Flat,Fibrous,yellow,FALSE,Foul,Free,Close,Broad,Gray,Several,Woods,
Poisonious,Convex,Scaly,Gray,FALSE,Foul,Free,Close,Broad,Chocolate,Several,Paths,
Poisonious,Convex,Scaly,Gray,FALSE,Foul,Free,Close,Broad,Pink,Solitary,Paths,
Edible,Flat,Scaly,Red,TRUE,None,Free,Close,Broad,Pink,Several,Woods,
Poisonious,Flat,Fibrous,yellow,FALSE,Foul,Free,Close,Broad,Chocolate,Several,Woods,
Poisonious,Flat,Fibrous,Gray,FALSE,Foul,Free,Close,Broad,Chocolate,Solitary,Woods,
Poisonious,Flat,Scaly,Gray,FALSE,Foul,Free,Close,Broad,Chocolate,Several,Paths,
Poisonious,Convex,Fibrous,yellow,FALSE,Foul,Free,Close,Broad,Gray,Several,Grasses,
Poisonious,Convex,Fibrous,yellow,FALSE,Foul,Free,Close,Broad,Gray,Several,Paths,
Poisonious,Convex,Fibrous,Gray,FALSE,Foul,Free,Close,Broad,Chocolate,Solitary,Woods,
Poisonious,Convex,Scaly,yellow,FALSE,Foul,Free,Close,Broad,Pink,Solitary,Paths,
Poisonious,Flat,Smooth,White,TRUE,Foul,Free,Close,Broad,Pink,Scattered,Urban,
Poisonious,Flat,Fibrous,yellow,FALSE,Foul,Free,Close,Broad,Chocolate,Several,Grasses,
Poisonious,Flat,Fibrous,yellow,FALSE,Foul,Free,Close,Broad,Pink,Several,Woods,
Poisonious,Flat,Scaly,Gray,FALSE,Foul,Free,Close,Broad,Chocolate,Solitary,Paths,
Poisonious,Flat,Fibrous,yellow,FALSE,Foul,Free,Close,Broad,Pink,Solitary,Woods,
Poisonious,Flat,Fibrous,yellow,FALSE,Foul,Free,Close,Broad,Chocolate,Several,Woods,
Poisonious,Flat,Fibrous,Gray,FALSE,Foul,Free,Close,Broad,Gray,Several,Paths,
Poisonious,Convex,Scaly,Gray,FALSE,Foul,Free,Close,Broad,Pink,Solitary,Grasses,
Poisonious,Convex,Fibrous,yellow,FALSE,Foul,Free,Close,Broad,Chocolate,Solitary,Paths,
Poisonious,Flat,Fibrous,Gray,FALSE,Foul,Free,Close,Broad,Gray,Several,Grasses,
Poisonious,Convex,Fibrous,yellow,FALSE,Foul,Free,Close,Broad,Pink,Solitary,Woods,
Poisonious,Flat,Scaly,Gray,FALSE,Foul,Free,Close,Broad,Pink,Several,Woods,
Poisonious,Convex,Scaly,yellow,FALSE,Foul,Free,Close,Broad,Gray,Several,Woods,
Poisonious,Convex,Smooth,White,TRUE,Foul,Free,Close,Broad,Chocolate,Scattered,Grasses,
Poisonious,Flat,Fibrous,Gray,FALSE,Foul,Free,Close,Broad,Pink,Solitary,Grasses,
Poisonious,Convex,Smooth,Buff,TRUE,Foul,Free,Close,Broad,Pink,Scattered,Grasses,
Poisonious,Flat,Scaly,Gray,FALSE,Foul,Free,Close,Broad,Chocolate,Several,Woods,
Poisonious,Convex,Scaly,Gray,FALSE,Foul,Free,Close,Broad,Pink,Several,Woods,
Poisonious,Convex,Fibrous,yellow,FALSE,Foul,Free,Close,Broad,Gray,Solitary,Grasses,
Poisonious,Convex,Fibrous,yellow,FALSE,Foul,Free,Close,Broad,Pink,Solitary,Grasses,
Poisonious,Convex,Scaly,yellow,FALSE,Foul,Free,Close,Broad,Gray,Several,Grasses,
Edible,Flat,Scaly,Gray,TRUE,None,Free,Close,Broad,Purple,Solitary,Woods,
Poisonious,Flat,Scaly,yellow,FALSE,Foul,Free,Close,Broad,Chocolate,Solitary,Paths,
Poisonious,Convex,Scaly,Gray,FALSE,Foul,Free,Close,Broad,Chocolate,Solitary,Paths,
Poisonious,Flat,Fibrous,yellow,FALSE,Foul,Free,Close,Broad,Chocolate,Several,Grasses,
Poisonious,Flat,Scaly,yellow,FALSE,Foul,Free,Close,Broad,Chocolate,Several,Paths,
Poisonious,Flat,Fibrous,yellow,FALSE,Foul,Free,Close,Broad,Gray,Solitary,Woods,
Poisonious,Convex,Scaly,Gray,FALSE,Foul,Free,Close,Broad,Chocolate,Several,Paths,
Poisonious,Flat,Fibrous,Gray,FALSE,Foul,Free,Close,Broad,Gray,Solitary,Grasses,
Poisonious,Convex,Scaly,Gray,FALSE,Foul,Free,Close,Broad,Gray,Solitary,Paths,
Poisonious,Convex,Fibrous,Pink,FALSE,Creosote,Free,Close,Narrow,Pink,Scattered,Woods,
Poisonious,Convex,Scaly,yellow,FALSE,Foul,Free,Close,Broad,Gray,Solitary,Woods,
Poisonious,Convex,Fibrous,yellow,FALSE,Foul,Free,Close,Broad,Gray,Solitary,Grasses,
Poisonious,Flat,Fibrous,yellow,FALSE,Foul,Free,Close,Broad,Chocolate,Solitary,Grasses,
Poisonious,Convex,Scaly,Gray,FALSE,Foul,Free,Close,Broad,Gray,Several,Grasses,
Poisonious,Flat,Fibrous,Gray,FALSE,Foul,Free,Close,Broad,Gray,Several,Grasses,
Poisonious,Convex,Scaly,Gray,FALSE,Foul,Free,Close,Broad,Chocolate,Several,Woods,
Poisonious,Convex,Fibrous,yellow,FALSE,Foul,Free,Close,Broad,Chocolate,Solitary,Grasses,
Poisonious,Convex,Fibrous,yellow,FALSE,Foul,Free,Close,Broad,Gray,Several,Paths,
Poisonious,Convex,Scaly,Gray,FALSE,Foul,Free,Close,Broad,Chocolate,Solitary,Woods,
